Connector_ID;Assignment_ID;Entity_ID;Status;Time_Stamp
CONN_20251219T115215921479Z_O7WF7E4NKFH3;AID_20251219T115215918871Z_WOVEEKELSNCO;SOB_20251217T163546141206Z_CZ4GUDS7CJDT;ACTIVE;19-12-2025 11:52
CONN_20251219T115215923733Z_Y67A4V3IKJB7;AID_20251219T115215918871Z_WOVEEKELSNCO;SOB_20251217T163702190174Z_DPBYGRMIKZAY;ACTIVE;19-12-2025 11:52
CONN_20251219T115215945565Z_YZYJSI44AFHM;AID_20251219T115215942545Z_6UAN2BQ55VF4;SOB_20251217T163546141434Z_H6RBAQOTCNBN;ACTIVE;19-12-2025 11:52
CONN_20251219T115215947589Z_MRONVJHGEJH2;AID_20251219T115215942545Z_6UAN2BQ55VF4;SOB_20251217T163702190174Z_DPBYGRMIKZAY;ACTIVE;19-12-2025 11:52
CONN_20251219T115215965025Z_LHUAIPSCARBH;AID_20251219T115215962919Z_7HSWJLFPBREB;SOB_20251217T163546141621Z_OHDJEFNPSVHE;ACTIVE;19-12-2025 11:52
CONN_20251219T115215966029Z_DT7TE2M6KNFH;AID_20251219T115215962919Z_7HSWJLFPBREB;SOB_20251217T163702190174Z_DPBYGRMIKZAY;ACTIVE;19-12-2025 11:52
CONN_20251219T115215984204Z_MU2XA2P7OZCR;AID_20251219T115215981758Z_C3DSXGMJTBHS;SOB_20251217T163546141776Z_5LTT5ZV4FZAE;ACTIVE;19-12-2025 11:52
CONN_20251219T115215985943Z_TY5ZCQ2ZJNAY;AID_20251219T115215981758Z_C3DSXGMJTBHS;SOB_20251217T163702190174Z_DPBYGRMIKZAY;ACTIVE;19-12-2025 11:52
CONN_20251219T115216006789Z_C2EWKQSYQZFO;AID_20251219T115216004389Z_RTJE74BW2JCD;SOB_20251217T163546141926Z_OC4CEHDWR5FV;ACTIVE;19-12-2025 11:52
CONN_20251219T115216007828Z_CZ4R5VIFFJGV;AID_20251219T115216004389Z_RTJE74BW2JCD;SOB_20251217T163702190174Z_DPBYGRMIKZAY;ACTIVE;19-12-2025 11:52
CONN_20251219T115216026948Z_3AEH5BIH4VCJ;AID_20251219T115216024860Z_LDQQ5IFUEFCH;SOB_20251217T163546142085Z_3Y45GBB3WRAG;ACTIVE;19-12-2025 11:52
CONN_20251219T115216027999Z_HGO5Z54ZCNCZ;AID_20251219T115216024860Z_LDQQ5IFUEFCH;SOB_20251217T163702190385Z_XWEXBLAFGJE7;ACTIVE;19-12-2025 11:52
CONN_20251219T115216045724Z_WZFWM23Y3JEI;AID_20251219T115216043647Z_V6OJJO4EMJEQ;SOB_20251217T163546142236Z_YMLJUG4IM5AC;ACTIVE;19-12-2025 11:52
CONN_20251219T115216047617Z_7AKXQM4YZZGL;AID_20251219T115216043647Z_V6OJJO4EMJEQ;SOB_20251217T163702190385Z_XWEXBLAFGJE7;ACTIVE;19-12-2025 11:52
CONN_20251219T115216067081Z_Y4VY3G7YM5DN;AID_20251219T115216063438Z_YU5WT2BRCFDU;SOB_20251217T163546142380Z_BNUXKQSC2FE7;ACTIVE;19-12-2025 11:52
CONN_20251219T115216068330Z_5ENV75ZYRFGI;AID_20251219T115216063438Z_YU5WT2BRCFDU;SOB_20251217T163702190385Z_XWEXBLAFGJE7;ACTIVE;19-12-2025 11:52
CONN_20251219T115216086327Z_OGCB66TS2NAP;AID_20251219T115216084469Z_A2PUAG63SRCU;SOB_20251217T163546142529Z_SQAUU54WKBCQ;ACTIVE;19-12-2025 11:52
CONN_20251219T115216087588Z_WMPGGVWBRRGL;AID_20251219T115216084469Z_A2PUAG63SRCU;SOB_20251217T163702190385Z_XWEXBLAFGJE7;ACTIVE;19-12-2025 11:52
CONN_20251219T115216106772Z_FBZSKP2PNBCH;AID_20251219T115216104495Z_3RA52YDFWNEH;SOB_20251217T163546142679Z_J4QDUGYXFNBI;ACTIVE;19-12-2025 11:52
CONN_20251219T115216107755Z_SXVNFJJ6XRHB;AID_20251219T115216104495Z_3RA52YDFWNEH;SOB_20251217T163702190385Z_XWEXBLAFGJE7;ACTIVE;19-12-2025 11:52
CONN_20251219T115216125564Z_3KLZENNX2FDQ;AID_20251219T115216123758Z_JIMN6R7ALREP;SOB_20251217T163546142823Z_TMHFK5ZESBHZ;ACTIVE;19-12-2025 11:52
CONN_20251219T115216127504Z_WT2PSCN5MZGU;AID_20251219T115216123758Z_JIMN6R7ALREP;SOB_20251217T163702190385Z_XWEXBLAFGJE7;ACTIVE;19-12-2025 11:52
CONN_20251219T115216147369Z_A2SYQK7RNZHU;AID_20251219T115216144472Z_MYJ7YE67OFEF;SOB_20251217T163546142986Z_MU5ENCSWFFBQ;ACTIVE;19-12-2025 11:52
CONN_20251219T115216148713Z_XOAKXQHIGZAK;AID_20251219T115216144472Z_MYJ7YE67OFEF;SOB_20251217T163702190385Z_XWEXBLAFGJE7;ACTIVE;19-12-2025 11:52
CONN_20251219T115216164920Z_JF3RGCOERFHF;AID_20251219T115216162526Z_7QZJFTMZEJHG;SOB_20251217T163546143139Z_O56T45AOOFDE;ACTIVE;19-12-2025 11:52
CONN_20251219T115216166442Z_O5EDOHDKGJBB;AID_20251219T115216162526Z_7QZJFTMZEJHG;SOB_20251217T163702190385Z_XWEXBLAFGJE7;ACTIVE;19-12-2025 11:52
CONN_20251219T115216184235Z_4WM5CIGJGBFB;AID_20251219T115216182243Z_3PAKDRJIPFGI;SOB_20251217T163546143295Z_QROICQKS65BY;ACTIVE;19-12-2025 11:52
CONN_20251219T115216185160Z_7G6UTPVILBFI;AID_20251219T115216182243Z_3PAKDRJIPFGI;SOB_20251217T163702190385Z_XWEXBLAFGJE7;ACTIVE;19-12-2025 11:52
CONN_20251219T115216210487Z_CLT4TI4SHRDT;AID_20251219T115216206952Z_AV6KAGJIRNDF;SOB_20251217T163546143455Z_NWFWLI5TJ5FI;ACTIVE;19-12-2025 11:52
CONN_20251219T115216221873Z_V3YGVUANLVHX;AID_20251219T115216206952Z_AV6KAGJIRNDF;SOB_20251217T163702190385Z_XWEXBLAFGJE7;ACTIVE;19-12-2025 11:52
CONN_20251219T115216308428Z_WBS2IJKXGZAC;AID_20251219T115216300466Z_MM22TBFVWJGW;SOB_20251217T163546143606Z_PRJ5OVRZSNDH;ACTIVE;19-12-2025 11:52
CONN_20251219T115216310330Z_YVSD6CUYQJAC;AID_20251219T115216300466Z_MM22TBFVWJGW;SOB_20251217T163702190541Z_UZ2FHEOLFBE2;ACTIVE;19-12-2025 11:52
CONN_20251219T115216358755Z_6Y7TFH5TCNEV;AID_20251219T115216355442Z_SWIVE7SBHNEF;SOB_20251217T163546143898Z_UWSQ3WYOLNAR;ACTIVE;19-12-2025 11:52
CONN_20251219T115216361293Z_RIZVLSPI6ZAW;AID_20251219T115216355442Z_SWIVE7SBHNEF;SOB_20251217T163702190541Z_UZ2FHEOLFBE2;ACTIVE;19-12-2025 11:52
CONN_20251219T115216411155Z_EKUJN6HYBBEI;AID_20251219T115216408315Z_4MIVQFK2GBD4;SOB_20251217T163546144144Z_4SXVKSA24BFN;ACTIVE;19-12-2025 11:52
CONN_20251219T115216412741Z_J5FNEI2WTBDE;AID_20251219T115216408315Z_4MIVQFK2GBD4;SOB_20251217T163702190541Z_UZ2FHEOLFBE2;ACTIVE;19-12-2025 11:52
CONN_20251219T115216432884Z_YRK6ELJT4VCM;AID_20251219T115216429999Z_KDJMESJ3P5GL;SOB_20251217T163546144347Z_W5TRO7T5SJF3;ACTIVE;19-12-2025 11:52
CONN_20251219T115216434253Z_OK5ET37EGJFT;AID_20251219T115216429999Z_KDJMESJ3P5GL;SOB_20251217T163702190541Z_UZ2FHEOLFBE2;ACTIVE;19-12-2025 11:52
CONN_20251219T115216453219Z_FEAPFDBX6FDS;AID_20251219T115216451063Z_S3SMYZI6DVBA;SOB_20251217T163546144535Z_I3NVPLX4IVAH;ACTIVE;19-12-2025 11:52
CONN_20251219T115216454975Z_OUK42DB3RJAK;AID_20251219T115216451063Z_S3SMYZI6DVBA;SOB_20251217T163702190541Z_UZ2FHEOLFBE2;ACTIVE;19-12-2025 11:52
CONN_20251219T115216471993Z_N6CAD7GRD5A7;AID_20251219T115216469008Z_PVZY4YPY2JH3;SOB_20251217T163546144714Z_7YGSLAQ44BB3;ACTIVE;19-12-2025 11:52
CONN_20251219T115216473170Z_XZOCG5COCZFV;AID_20251219T115216469008Z_PVZY4YPY2JH3;SOB_20251217T163702190541Z_UZ2FHEOLFBE2;ACTIVE;19-12-2025 11:52
CONN_20251219T115216493235Z_FY76SLYOPFBR;AID_20251219T115216490851Z_ER7BXO5WF5AU;SOB_20251217T163546144915Z_P6FFDFT65NGD;ACTIVE;19-12-2025 11:52
CONN_20251219T115216494213Z_A2WGUZT5QFCS;AID_20251219T115216490851Z_ER7BXO5WF5AU;SOB_20251217T163702190541Z_UZ2FHEOLFBE2;ACTIVE;19-12-2025 11:52
CONN_20251219T115216511709Z_6XA3J3VDPRA7;AID_20251219T115216509586Z_FWZ6R5ZHJJAR;SOB_20251217T163546145102Z_OAR2KKROPJB6;ACTIVE;19-12-2025 11:52
CONN_20251219T115216513721Z_WDIGBFVYTFDZ;AID_20251219T115216509586Z_FWZ6R5ZHJJAR;SOB_20251217T163702190541Z_UZ2FHEOLFBE2;ACTIVE;19-12-2025 11:52
CONN_20251219T115216530906Z_IXCI26D7LZBA;AID_20251219T115216527855Z_SHXTTVAIJRAX;SOB_20251217T163546145271Z_XEHPBYJJERAK;ACTIVE;19-12-2025 11:52
CONN_20251219T115216532249Z_2RTT7Y57WNAJ;AID_20251219T115216527855Z_SHXTTVAIJRAX;SOB_20251217T163702190541Z_UZ2FHEOLFBE2;ACTIVE;19-12-2025 11:52
CONN_20251219T115216550726Z_2XGX5VBWTZAU;AID_20251219T115216547085Z_PK67O5UDK5B7;SOB_20251217T163546145438Z_QNAT3ZEYSVER;ACTIVE;19-12-2025 11:52
CONN_20251219T115216552121Z_F32AADO3ORCV;AID_20251219T115216547085Z_PK67O5UDK5B7;SOB_20251217T163702190541Z_UZ2FHEOLFBE2;ACTIVE;19-12-2025 11:52
CONN_20251219T115216572650Z_4TORGUIWPND7;AID_20251219T115216569895Z_SHDL4GA7KFHU;SOB_20251217T163546145598Z_WQHSVWEGTRC2;ACTIVE;19-12-2025 11:52
CONN_20251219T115216573708Z_7IOBVQ2ZRRAN;AID_20251219T115216569895Z_SHDL4GA7KFHU;SOB_20251217T163702190689Z_UMS4B53ESNGH;ACTIVE;19-12-2025 11:52
CONN_20251219T115216591788Z_5LAP7AT2ZJE4;AID_20251219T115216590002Z_547IR5GMHVGA;SOB_20251217T163546145747Z_IS47NIEHT5HL;ACTIVE;19-12-2025 11:52
CONN_20251219T115216592780Z_OCL4ZFKOAVAW;AID_20251219T115216590002Z_547IR5GMHVGA;SOB_20251217T163702190689Z_UMS4B53ESNGH;ACTIVE;19-12-2025 11:52
CONN_20251219T115216612550Z_LAZDALHOFZA6;AID_20251219T115216609911Z_V6KFVLLHL5BS;SOB_20251217T163546145903Z_L6VZGF3BQVD3;ACTIVE;19-12-2025 11:52
CONN_20251219T115216614617Z_YSQPKVCDJJFC;AID_20251219T115216609911Z_V6KFVLLHL5BS;SOB_20251217T163702190689Z_UMS4B53ESNGH;ACTIVE;19-12-2025 11:52
CONN_20251219T115216632703Z_UJZQAWZCFJHV;AID_20251219T115216630139Z_CN7YID6RN5DG;SOB_20251217T163546146053Z_Q3KRMGLCFJCM;ACTIVE;19-12-2025 11:52
CONN_20251219T115216633627Z_MUQUG6DRUJDA;AID_20251219T115216630139Z_CN7YID6RN5DG;SOB_20251217T163702190689Z_UMS4B53ESNGH;ACTIVE;19-12-2025 11:52
CONN_20251219T115216654664Z_B6FYRSLZ6ZGA;AID_20251219T115216652042Z_HSDYOFU3X5AI;SOB_20251217T163546146204Z_IXI2FI2OF5EF;ACTIVE;19-12-2025 11:52
CONN_20251219T115216656046Z_673CWPRKRZFY;AID_20251219T115216652042Z_HSDYOFU3X5AI;SOB_20251217T163702190689Z_UMS4B53ESNGH;ACTIVE;19-12-2025 11:52
CONN_20251219T115216676025Z_RGI4EQ3I25DC;AID_20251219T115216672850Z_DRPAEQYDJVET;SOB_20251217T163546146350Z_JIJCKTKWMJHI;ACTIVE;19-12-2025 11:52
CONN_20251219T115216677420Z_MUFNRQDFAVAA;AID_20251219T115216672850Z_DRPAEQYDJVET;SOB_20251217T163702190689Z_UMS4B53ESNGH;ACTIVE;19-12-2025 11:52
CONN_20251219T115216696224Z_K4N3QQBSUJBB;AID_20251219T115216694160Z_VUTNKKUNNRAF;SOB_20251217T163546146500Z_7QRQYMTZT5FN;ACTIVE;19-12-2025 11:52
CONN_20251219T115216698052Z_Y72ZMQWITRCR;AID_20251219T115216694160Z_VUTNKKUNNRAF;SOB_20251217T163702190689Z_UMS4B53ESNGH;ACTIVE;19-12-2025 11:52
CONN_20251219T115216715906Z_DENW4YVDGBHH;AID_20251219T115216714074Z_2C5RLKKJGNAZ;SOB_20251217T163546146656Z_YT3NCF77JZDH;ACTIVE;19-12-2025 11:52
CONN_20251219T115216716857Z_L7CPKPH63NGR;AID_20251219T115216714074Z_2C5RLKKJGNAZ;SOB_20251217T163702190689Z_UMS4B53ESNGH;ACTIVE;19-12-2025 11:52
CONN_20251219T115216735290Z_YTNHCDPMPZF4;AID_20251219T115216733486Z_4XNVPZHQMVGW;SOB_20251217T163546146805Z_MFSF3ZGGQND2;ACTIVE;19-12-2025 11:52
CONN_20251219T115216736187Z_SG6WBP7CBJE7;AID_20251219T115216733486Z_4XNVPZHQMVGW;SOB_20251217T163702190689Z_UMS4B53ESNGH;ACTIVE;19-12-2025 11:52
CONN_20251219T115216759867Z_BJ2SKQ7AOJGG;AID_20251219T115216758129Z_R5RDH2MGCNHJ;SOB_20251217T163546146953Z_D2TRMSI3VNC2;ACTIVE;19-12-2025 11:52
CONN_20251219T115216760775Z_Z4A5H63CV5FE;AID_20251219T115216758129Z_R5RDH2MGCNHJ;SOB_20251217T163702190689Z_UMS4B53ESNGH;ACTIVE;19-12-2025 11:52
CONN_20251219T115216783727Z_TLEZ2SYPT5GR;AID_20251219T115216781990Z_FVSFLJWRV5EB;SOB_20251217T163546147081Z_QPZQ6K2M2NEA;ACTIVE;19-12-2025 11:52
CONN_20251219T115216785128Z_BGJN5WSL35B3;AID_20251219T115216781990Z_FVSFLJWRV5EB;SOB_20251217T163702190842Z_7ZNV2HSFLJG2;ACTIVE;19-12-2025 11:52
CONN_20251219T115216809239Z_RLPIOQZS35GK;AID_20251219T115216806958Z_ENFAEYEKWNE3;SOB_20251217T163546147208Z_MTDBKQZN7NDT;ACTIVE;19-12-2025 11:52
CONN_20251219T115216810478Z_4ZTVWULD4JC2;AID_20251219T115216806958Z_ENFAEYEKWNE3;SOB_20251217T163702190842Z_7ZNV2HSFLJG2;ACTIVE;19-12-2025 11:52
CONN_20251219T115216828913Z_OBJ6O7DCYJCA;AID_20251219T115216826943Z_RLGXAXYH3NA7;SOB_20251217T163546147339Z_R57Z3QQ4A5CW;ACTIVE;19-12-2025 11:52
CONN_20251219T115216830404Z_XXF7VFS6KFAP;AID_20251219T115216826943Z_RLGXAXYH3NA7;SOB_20251217T163702190842Z_7ZNV2HSFLJG2;ACTIVE;19-12-2025 11:52
CONN_20251219T115216851203Z_FC2WKDA3ERDM;AID_20251219T115216849430Z_7PIOUWZ3WRAR;SOB_20251217T163546147466Z_LLO4SXXJK5DX;ACTIVE;19-12-2025 11:52
CONN_20251219T115216852070Z_BS4PKREMYVA5;AID_20251219T115216849430Z_7PIOUWZ3WRAR;SOB_20251217T163702190842Z_7ZNV2HSFLJG2;ACTIVE;19-12-2025 11:52
CONN_20251219T115216875036Z_4BLXE2B5BZCJ;AID_20251219T115216873240Z_CE6NY3LWCFGY;SOB_20251217T163546147588Z_4FQTDD6HBBEP;ACTIVE;19-12-2025 11:52
CONN_20251219T115216876053Z_HFCEY2CGLFHN;AID_20251219T115216873240Z_CE6NY3LWCFGY;SOB_20251217T163702190842Z_7ZNV2HSFLJG2;ACTIVE;19-12-2025 11:52
CONN_20251219T115216897148Z_XQULHPJWLFCL;AID_20251219T115216894464Z_XKGC2LFJVZGZ;SOB_20251217T163546147709Z_KSWRSJTA5JDP;ACTIVE;19-12-2025 11:52
CONN_20251219T115216898285Z_7QPVSOW4IFFF;AID_20251219T115216894464Z_XKGC2LFJVZGZ;SOB_20251217T163702190842Z_7ZNV2HSFLJG2;ACTIVE;19-12-2025 11:52
CONN_20251219T115216918396Z_ZK47LPSZ45A6;AID_20251219T115216916493Z_REFKAN6U25BM;SOB_20251217T163546147840Z_TPW4FUTG7JED;ACTIVE;19-12-2025 11:52
CONN_20251219T115216919322Z_GA2VBCXBTREZ;AID_20251219T115216916493Z_REFKAN6U25BM;SOB_20251217T163702190842Z_7ZNV2HSFLJG2;ACTIVE;19-12-2025 11:52
CONN_20251219T115216939907Z_S5KIYZYM3NEB;AID_20251219T115216937496Z_PVTMVO4PZRDI;SOB_20251217T163546147963Z_FMD6LBEK4NBD;ACTIVE;19-12-2025 11:52
CONN_20251219T115216940929Z_6FIGM7CTTNH5;AID_20251219T115216937496Z_PVTMVO4PZRDI;SOB_20251217T163702190842Z_7ZNV2HSFLJG2;ACTIVE;19-12-2025 11:52
CONN_20251219T115216964960Z_A73ZUC4JONA4;AID_20251219T115216960913Z_55URNQY34FAY;SOB_20251217T163546148093Z_PXK332BWIBCM;ACTIVE;19-12-2025 11:52
CONN_20251219T115216967393Z_V7D7PKIQCVBE;AID_20251219T115216960913Z_55URNQY34FAY;SOB_20251217T163702190842Z_7ZNV2HSFLJG2;ACTIVE;19-12-2025 11:52
CONN_20251219T115216991126Z_XDN7UAAL7FG3;AID_20251219T115216987303Z_73BTXTTEP5FB;SOB_20251217T163546148220Z_YG4PWL6PEVAP;ACTIVE;19-12-2025 11:52
CONN_20251219T115216992345Z_BBOHDZ3J6VAE;AID_20251219T115216987303Z_73BTXTTEP5FB;SOB_20251217T163702190842Z_7ZNV2HSFLJG2;ACTIVE;19-12-2025 11:52
CONN_20251219T115217013357Z_FWXN6SA6W5GH;AID_20251219T115217010831Z_AUX3G3U7ANGY;SOB_20251217T163546148343Z_HTDVFK533ZHQ;ACTIVE;19-12-2025 11:52
CONN_20251219T115217014519Z_CZYMTABH6FDS;AID_20251219T115217010831Z_AUX3G3U7ANGY;SOB_20251217T163702190986Z_5COAA7TCTVBM;ACTIVE;19-12-2025 11:52
CONN_20251219T115217036976Z_LY7HP4MD3BFZ;AID_20251219T115217034395Z_MDONFWFEVREP;SOB_20251217T163546148465Z_VCC2PZWPR5GI;ACTIVE;19-12-2025 11:52
CONN_20251219T115217038747Z_2AYQFOQSTVAD;AID_20251219T115217034395Z_MDONFWFEVREP;SOB_20251217T163702190986Z_5COAA7TCTVBM;ACTIVE;19-12-2025 11:52
CONN_20251219T115217058228Z_3AE5CEO4MRHL;AID_20251219T115217056468Z_4WERB6U4CFBA;SOB_20251217T163546148586Z_RQEGFV7OI5E4;ACTIVE;19-12-2025 11:52
CONN_20251219T115217059204Z_6FARYSV6UNFN;AID_20251219T115217056468Z_4WERB6U4CFBA;SOB_20251217T163702190986Z_5COAA7TCTVBM;ACTIVE;19-12-2025 11:52
CONN_20251219T115217081419Z_ORDREQYLJBDJ;AID_20251219T115217078404Z_NLJSCIWXXNGU;SOB_20251217T163546148713Z_XYI2H5YQAJD5;ACTIVE;19-12-2025 11:52
CONN_20251219T115217082913Z_MS4AVHD2MFGZ;AID_20251219T115217078404Z_NLJSCIWXXNGU;SOB_20251217T163702190986Z_5COAA7TCTVBM;ACTIVE;19-12-2025 11:52
CONN_20251219T115217105820Z_Q7XHCSKG6FES;AID_20251219T115217103250Z_VFJWNFP6DJBQ;SOB_20251217T163546148829Z_U5BWFLAKQJDG;ACTIVE;19-12-2025 11:52
CONN_20251219T115217106854Z_HH6U3GXBGZG5;AID_20251219T115217103250Z_VFJWNFP6DJBQ;SOB_20251217T163702190986Z_5COAA7TCTVBM;ACTIVE;19-12-2025 11:52
CONN_20251219T115217129385Z_5ISZFGAPEJER;AID_20251219T115217126288Z_CLGFVTT5WJC2;SOB_20251217T163546148962Z_KD57CDIDZRB7;ACTIVE;19-12-2025 11:52
CONN_20251219T115217131372Z_5ASOOSO5L5HA;AID_20251219T115217126288Z_CLGFVTT5WJC2;SOB_20251217T163702190986Z_5COAA7TCTVBM;ACTIVE;19-12-2025 11:52
CONN_20251219T115217151822Z_DTY4CABKT5FJ;AID_20251219T115217149932Z_5KDMVIFPWNDF;SOB_20251217T163546149083Z_X5SGXQHG6RDF;ACTIVE;19-12-2025 11:52
CONN_20251219T115217152795Z_TWNABXJ37FHW;AID_20251219T115217149932Z_5KDMVIFPWNDF;SOB_20251217T163702190986Z_5COAA7TCTVBM;ACTIVE;19-12-2025 11:52
CONN_20251219T115217175363Z_2LVNCRC2B5BD;AID_20251219T115217173600Z_PMLU3FNRSVDJ;SOB_20251217T163546149200Z_HMT5EU7KS5CM;ACTIVE;19-12-2025 11:52
CONN_20251219T115217177122Z_GZ3LYD2ULZCU;AID_20251219T115217173600Z_PMLU3FNRSVDJ;SOB_20251217T163702190986Z_5COAA7TCTVBM;ACTIVE;19-12-2025 11:52
CONN_20251219T115217201646Z_LERJOD6V55HN;AID_20251219T115217199568Z_O7NAB2P2NBBW;SOB_20251217T163546149327Z_OIHOBILDRZAH;ACTIVE;19-12-2025 11:52
CONN_20251219T115217202518Z_6HV5MVK2OBGM;AID_20251219T115217199568Z_O7NAB2P2NBBW;SOB_20251217T163702190986Z_5COAA7TCTVBM;ACTIVE;19-12-2025 11:52
